created_at,com
2017-03-28,3.5729999999999995
2017-03-29,-0.4711
2017-03-30,0.601
2017-03-31,3.383
2017-04-01,-1.4912999999999998
2017-04-02,-0.554
2017-04-03,3.5661
2017-04-04,1.6128
2017-04-05,0.8908
2017-04-06,0.7579
2017-04-07,0.7645
2017-04-08,3.3996
2017-04-09,-0.9245
2017-04-10,2.2577
2017-04-11,2.6298
2017-04-12,3.6385
2017-04-13,3.3004000000000002
2017-04-14,-0.9022
2017-04-15,
2017-04-16,0.9413
2017-04-17,2.4344
2017-04-18,-0.7767000000000001
2017-04-19,0.8641000000000001
2017-04-20,0.9813000000000001
2017-04-21,-1.5175999999999998
2017-04-22,2.9152000000000005
2017-04-23,-0.9514000000000001
2017-04-24,-0.9748000000000001
2017-04-25,1.4132
2017-04-26,-0.9309000000000002
2017-04-27,1.1818999999999997
2017-04-28,0.2955000000000001
2017-04-29,2.3878
2017-04-30,1.5743
2017-05-01,1.2814999999999999
2017-05-02,0.18190000000000006
2017-05-03,2.1593
2017-05-04,1.1408
2017-05-05,1.9317999999999997
2017-05-06,0.3876
2017-05-07,-2.1535
2017-05-08,-0.4718
2017-05-09,0.9041
2017-05-10,-0.4350999999999998
2017-05-11,0.39089999999999997
2017-05-12,2.1832000000000003
2017-05-13,1.3370000000000002
2017-05-14,0.9501
2017-05-15,0.5423
2017-05-16,0.7977
2017-05-17,0.922
2017-05-18,-0.11399999999999988
2017-05-19,0.8122
2017-05-20,1.5298
2017-05-21,0.5719
2017-05-22,0.743
2017-05-23,3.1014
2017-05-24,1.4613
2017-05-25,2.2158
2017-05-26,1.2073
2017-05-27,1.287
2017-05-28,-0.4011999999999996
2017-05-29,2.5948
2017-05-30,-1.3394
2017-05-31,1.4815999999999998
2017-06-01,0.5088999999999999
2017-06-02,1.9049
2017-06-03,0.38969999999999994
2017-06-04,-1.2305
2017-06-05,0.7780000000000001
2017-06-06,-2.3358000000000003
2017-06-07,1.895
2017-06-08,
2017-06-09,3.8621999999999996
2017-06-10,0.0
2017-06-11,-0.729
2017-06-12,1.1315
2017-06-13,-1.4720999999999997
2017-06-14,2.2016
2017-06-15,1.5291000000000001
2017-06-16,0.38739999999999997
2017-06-17,1.2459
2017-06-18,3.4044000000000003
2017-06-19,2.0051
2017-06-20,-0.12480000000000013
2017-06-21,6.6496
2017-06-22,1.8935
2017-06-23,2.486
2017-06-24,-0.0046999999999999265
2017-06-25,0.019100000000000006
2017-06-26,-0.29439999999999966
2017-06-27,-0.8864
2017-06-28,-0.5300999999999999
2017-06-29,-1.4982
2017-06-30,-0.15650000000000008
2017-07-01,2.067
2017-07-02,0.47840000000000005
2017-07-03,5.1118
2017-07-04,1.1414999999999997
2017-07-05,0.6916
2017-07-06,0.9642999999999999
2017-07-07,2.7973
2017-07-08,1.5569000000000002
2017-07-09,2.4168
2017-07-10,-2.3206
2017-07-11,-0.6100999999999999
2017-07-12,4.782299999999999
2017-07-13,2.4525
2017-07-14,3.8072000000000004
2017-07-15,3.9602000000000004
2017-07-16,2.6969000000000003
2017-07-17,1.9073
2017-07-18,0.3565999999999999
2017-07-19,-1.7967000000000002
2017-07-20,0.8981
2017-07-21,3.0829
2017-07-22,1.0886
2017-07-23,-0.1905
2017-07-24,-0.7177000000000001
2017-07-25,0.7545
2017-07-26,6.541800000000001
2017-07-27,3.481
2017-07-28,5.4549
2017-07-29,2.5399
2017-07-30,0.0
2017-07-31,0.5811999999999999
